0.2	15	14	0.72	0.22	0.7
0.2	15	14	0.72	0.22	0.9
0.2	15	14	0.72	0.29	0.5
0.2	15	14	0.72	0.29	0.7
0.2	15	14	0.72	0.29	0.9
0.2	15	14	0.79	0.15	0.5
0.2	15	14	0.79	0.15	0.7
0.2	15	14	0.79	0.15	0.9
0.2	15	14	0.79	0.22	0.5
0.2	15	14	0.79	0.22	0.7
0.2	15	14	0.79	0.22	0.9
0.2	15	14	0.79	0.29	0.5
0.2	15	14	0.79	0.29	0.7
0.2	15	14	0.79	0.29	0.9
0.2	18	13	0.65	0.15	0.5
0.2	18	13	0.65	0.15	0.7
0.2	18	13	0.65	0.15	0.9
0.2	18	13	0.65	0.22	0.5
0.2	18	13	0.65	0.22	0.7
0.2	18	13	0.65	0.22	0.9
0.2	18	13	0.65	0.29	0.5
0.2	18	13	0.65	0.29	0.7
0.2	18	13	0.65	0.29	0.9
0.2	18	13	0.72	0.15	0.5
0.2	18	13	0.72	0.15	0.7
0.2	18	13	0.72	0.15	0.9
0.2	18	13	0.72	0.22	0.5
0.2	18	13	0.72	0.22	0.7
0.2	18	13	0.72	0.22	0.9
0.2	18	13	0.72	0.29	0.5
0.2	18	13	0.72	0.29	0.7
0.2	18	13	0.72	0.29	0.9
0.2	18	13	0.79	0.15	0.5
0.2	18	13	0.79	0.15	0.7
0.2	18	13	0.79	0.15	0.9
0.2	18	13	0.79	0.22	0.5
0.2	18	13	0.79	0.22	0.7
0.2	18	13	0.79	0.22	0.9
0.2	18	13	0.79	0.29	0.5
0.2	18	13	0.79	0.29	0.7
0.2	18	13	0.79	0.29	0.9
0.2	18	13.5	0.65	0.15	0.5
0.2	18	13.5	0.65	0.15	0.7
0.2	18	13.5	0.65	0.15	0.9
0.2	18	13.5	0.65	0.22	0.5
0.2	18	13.5	0.65	0.22	0.7
0.2	18	13.5	0.65	0.22	0.9
0.2	18	13.5	0.65	0.29	0.5
0.2	18	13.5	0.65	0.29	0.7
0.2	18	13.5	0.65	0.29	0.9
0.2	18	13.5	0.72	0.15	0.5
0.2	18	13.5	0.72	0.15	0.7
0.2	18	13.5	0.72	0.15	0.9
0.2	18	13.5	0.72	0.22	0.5
0.2	18	13.5	0.72	0.22	0.7
0.2	18	13.5	0.72	0.22	0.9
0.2	18	13.5	0.72	0.29	0.5
0.2	18	13.5	0.72	0.29	0.7
0.2	18	13.5	0.72	0.29	0.9
0.2	18	13.5	0.79	0.15	0.5
0.2	18	13.5	0.79	0.15	0.7
0.2	18	13.5	0.79	0.15	0.9
0.2	18	13.5	0.79	0.22	0.5
0.2	18	13.5	0.79	0.22	0.7
0.2	18	13.5	0.79	0.22	0.9
0.2	18	13.5	0.79	0.29	0.5
0.2	18	13.5	0.79	0.29	0.7
0.2	18	13.5	0.79	0.29	0.9
0.2	18	14	0.65	0.15	0.5
0.2	18	14	0.65	0.15	0.7
0.2	18	14	0.65	0.15	0.9
0.2	18	14	0.65	0.22	0.5
0.2	18	14	0.65	0.22	0.7
0.2	18	14	0.65	0.22	0.9
0.2	18	14	0.65	0.29	0.5
0.2	18	14	0.65	0.29	0.7
0.2	18	14	0.65	0.29	0.9
0.2	18	14	0.72	0.15	0.5
0.2	18	14	0.72	0.15	0.7
0.2	18	14	0.72	0.15	0.9
0.2	18	14	0.72	0.22	0.5
0.2	18	14	0.72	0.22	0.7
0.2	18	14	0.72	0.22	0.9
0.2	18	14	0.72	0.29	0.5
0.2	18	14	0.72	0.29	0.7
0.2	18	14	0.72	0.29	0.9
0.2	18	14	0.79	0.15	0.5
0.2	18	14	0.79	0.15	0.7
0.2	18	14	0.79	0.15	0.9
0.2	18	14	0.79	0.22	0.5
0.2	18	14	0.79	0.22	0.7
0.2	18	14	0.79	0.22	0.9
0.2	18	14	0.79	0.29	0.5
0.2	18	14	0.79	0.29	0.7
0.2	18	14	0.79	0.29	0.9
0.22	12	13	0.65	0.15	0.5
0.22	12	13	0.65	0.15	0.7
0.22	12	13	0.65	0.15	0.9
0.22	12	13	0.65	0.22	0.5
0.22	12	13	0.65	0.22	0.7
0.22	12	13	0.65	0.22	0.9
0.22	12	13	0.65	0.29	0.5
0.22	12	13	0.65	0.29	0.7
0.22	12	13	0.65	0.29	0.9
0.22	12	13	0.72	0.15	0.5
0.22	12	13	0.72	0.15	0.7
0.22	12	13	0.72	0.15	0.9
0.22	12	13	0.72	0.22	0.5
0.22	12	13	0.72	0.22	0.7
0.22	12	13	0.72	0.22	0.9
0.22	12	13	0.72	0.29	0.5
0.22	12	13	0.72	0.29	0.7
0.22	12	13	0.72	0.29	0.9
0.22	12	13	0.79	0.15	0.5
0.22	12	13	0.79	0.15	0.7
0.22	12	13	0.79	0.15	0.9
0.22	12	13	0.79	0.22	0.5
0.22	12	13	0.79	0.22	0.7
0.22	12	13	0.79	0.22	0.9
0.22	12	13	0.79	0.29	0.5
0.22	12	13	0.79	0.29	0.7
0.22	12	13	0.79	0.29	0.9
0.22	12	13.5	0.65	0.15	0.5
0.22	12	13.5	0.65	0.15	0.7
0.22	12	13.5	0.65	0.15	0.9
0.22	12	13.5	0.65	0.22	0.5
0.22	12	13.5	0.65	0.22	0.7
0.22	12	13.5	0.65	0.22	0.9
0.22	12	13.5	0.65	0.29	0.5
0.22	12	13.5	0.65	0.29	0.7
0.22	12	13.5	0.65	0.29	0.9
0.22	12	13.5	0.72	0.15	0.5
0.22	12	13.5	0.72	0.15	0.7
0.22	12	13.5	0.72	0.15	0.9
0.22	12	13.5	0.72	0.22	0.5
0.22	12	13.5	0.72	0.22	0.7
0.22	12	13.5	0.72	0.22	0.9
0.22	12	13.5	0.72	0.29	0.5
0.22	12	13.5	0.72	0.29	0.7
0.22	12	13.5	0.72	0.29	0.9
0.22	12	13.5	0.79	0.15	0.5
0.22	12	13.5	0.79	0.15	0.7
0.22	12	13.5	0.79	0.15	0.9
0.22	12	13.5	0.79	0.22	0.5
0.22	12	13.5	0.79	0.22	0.7
0.22	12	13.5	0.79	0.22	0.9
0.22	12	13.5	0.79	0.29	0.5
0.22	12	13.5	0.79	0.29	0.7
0.22	12	13.5	0.79	0.29	0.9
0.22	12	14	0.65	0.15	0.5
0.22	12	14	0.65	0.15	0.7
0.22	12	14	0.65	0.15	0.9
0.22	12	14	0.65	0.22	0.5
0.22	12	14	0.65	0.22	0.7
0.22	12	14	0.65	0.22	0.9
0.22	12	14	0.65	0.29	0.5
0.22	12	14	0.65	0.29	0.7
0.22	12	14	0.65	0.29	0.9
0.22	12	14	0.72	0.15	0.5
0.22	12	14	0.72	0.15	0.7
0.22	12	14	0.72	0.15	0.9
0.22	12	14	0.72	0.22	0.5
0.22	12	14	0.72	0.22	0.7
0.22	12	14	0.72	0.22	0.9
0.22	12	14	0.72	0.29	0.5
0.22	12	14	0.72	0.29	0.7
0.22	12	14	0.72	0.29	0.9
0.22	12	14	0.79	0.15	0.5
0.22	12	14	0.79	0.15	0.7
0.22	12	14	0.79	0.15	0.9
0.22	12	14	0.79	0.22	0.5
0.22	12	14	0.79	0.22	0.7
0.22	12	14	0.79	0.22	0.9
0.22	12	14	0.79	0.29	0.5
0.22	12	14	0.79	0.29	0.7
0.22	12	14	0.79	0.29	0.9
0.22	15	13	0.65	0.15	0.5
0.22	15	13	0.65	0.15	0.7
0.22	15	13	0.65	0.15	0.9
0.22	15	13	0.65	0.22	0.5
0.22	15	13	0.65	0.22	0.7
0.22	15	13	0.65	0.22	0.9
0.22	15	13	0.65	0.29	0.5
0.22	15	13	0.65	0.29	0.7
0.22	15	13	0.65	0.29	0.9
0.22	15	13	0.72	0.15	0.5
0.22	15	13	0.72	0.15	0.7
0.22	15	13	0.72	0.15	0.9
0.22	15	13	0.72	0.22	0.5
0.22	15	13	0.72	0.22	0.7
0.22	15	13	0.72	0.22	0.9
0.22	15	13	0.72	0.29	0.5
0.22	15	13	0.72	0.29	0.7
0.22	15	13	0.72	0.29	0.9
0.22	15	13	0.79	0.15	0.5
0.22	15	13	0.79	0.15	0.7
0.22	15	13	0.79	0.15	0.9
0.22	15	13	0.79	0.22	0.5
0.22	15	13	0.79	0.22	0.7
0.22	15	13	0.79	0.22	0.9
0.22	15	13	0.79	0.29	0.5
0.22	15	13	0.79	0.29	0.7
0.22	15	13	0.79	0.29	0.9
0.22	15	13.5	0.65	0.15	0.5
0.22	15	13.5	0.65	0.15	0.7
0.22	15	13.5	0.65	0.15	0.9
0.22	15	13.5	0.65	0.22	0.5
0.22	15	13.5	0.65	0.22	0.7
0.22	15	13.5	0.65	0.22	0.9
0.22	15	13.5	0.65	0.29	0.5
0.22	15	13.5	0.65	0.29	0.7
0.22	15	13.5	0.65	0.29	0.9
0.22	15	13.5	0.72	0.15	0.5
0.22	15	13.5	0.72	0.15	0.7
0.22	15	13.5	0.72	0.15	0.9
0.22	15	13.5	0.72	0.22	0.5
0.22	15	13.5	0.72	0.22	0.7
0.22	15	13.5	0.72	0.22	0.9
0.22	15	13.5	0.72	0.29	0.5
0.22	15	13.5	0.72	0.29	0.7
0.22	15	13.5	0.72	0.29	0.9
0.22	15	13.5	0.79	0.15	0.5
0.22	15	13.5	0.79	0.15	0.7
0.22	15	13.5	0.79	0.15	0.9
0.22	15	13.5	0.79	0.22	0.5
0.22	15	13.5	0.79	0.22	0.7
0.22	15	13.5	0.79	0.22	0.9
0.22	15	13.5	0.79	0.29	0.5
0.22	15	13.5	0.79	0.29	0.7
0.22	15	13.5	0.79	0.29	0.9
0.22	15	14	0.65	0.15	0.5
0.22	15	14	0.65	0.15	0.7
0.22	15	14	0.65	0.15	0.9
0.22	15	14	0.65	0.22	0.5
0.22	15	14	0.65	0.22	0.7
0.22	15	14	0.65	0.22	0.9
0.22	15	14	0.65	0.29	0.5
0.22	15	14	0.65	0.29	0.7
0.22	15	14	0.65	0.29	0.9
0.22	15	14	0.72	0.15	0.5
0.22	15	14	0.72	0.15	0.7
0.22	15	14	0.72	0.15	0.9
0.22	15	14	0.72	0.22	0.5
0.22	15	14	0.72	0.22	0.7
0.22	15	14	0.72	0.22	0.9
0.22	15	14	0.72	0.29	0.5
0.22	15	14	0.72	0.29	0.7
0.22	15	14	0.72	0.29	0.9
0.22	15	14	0.79	0.15	0.5
0.22	15	14	0.79	0.15	0.7
0.22	15	14	0.79	0.15	0.9
0.22	15	14	0.79	0.22	0.5
0.22	15	14	0.79	0.22	0.7
0.22	15	14	0.79	0.22	0.9
0.22	15	14	0.79	0.29	0.5
0.22	15	14	0.79	0.29	0.7
0.22	15	14	0.79	0.29	0.9
0.22	18	13	0.65	0.15	0.5
0.22	18	13	0.65	0.15	0.7
0.22	18	13	0.65	0.15	0.9
0.22	18	13	0.65	0.22	0.5
0.22	18	13	0.65	0.22	0.7
0.22	18	13	0.65	0.22	0.9
0.22	18	13	0.65	0.29	0.5
0.22	18	13	0.65	0.29	0.7
0.22	18	13	0.65	0.29	0.9
0.22	18	13	0.72	0.15	0.5
0.22	18	13	0.72	0.15	0.7
0.22	18	13	0.72	0.15	0.9
0.22	18	13	0.72	0.22	0.5
0.22	18	13	0.72	0.22	0.7
0.22	18	13	0.72	0.22	0.9
0.22	18	13	0.72	0.29	0.5
0.22	18	13	0.72	0.29	0.7
0.22	18	13	0.72	0.29	0.9
0.22	18	13	0.79	0.15	0.5
0.22	18	13	0.79	0.15	0.7
0.22	18	13	0.79	0.15	0.9
0.22	18	13	0.79	0.22	0.5
0.22	18	13	0.79	0.22	0.7
0.22	18	13	0.79	0.22	0.9
0.22	18	13	0.79	0.29	0.5
0.22	18	13	0.79	0.29	0.7
0.22	18	13	0.79	0.29	0.9
0.22	18	13.5	0.65	0.15	0.5
0.22	18	13.5	0.65	0.15	0.7
0.22	18	13.5	0.65	0.15	0.9
0.22	18	13.5	0.65	0.22	0.5
0.22	18	13.5	0.65	0.22	0.7
0.22	18	13.5	0.65	0.22	0.9
0.22	18	13.5	0.65	0.29	0.5
0.22	18	13.5	0.65	0.29	0.7
0.22	18	13.5	0.65	0.29	0.9
0.22	18	13.5	0.72	0.15	0.5
0.22	18	13.5	0.72	0.15	0.7
0.22	18	13.5	0.72	0.15	0.9
0.22	18	13.5	0.72	0.22	0.5
0.22	18	13.5	0.72	0.22	0.7
0.22	18	13.5	0.72	0.22	0.9
0.22	18	13.5	0.72	0.29	0.5
0.22	18	13.5	0.72	0.29	0.7
0.22	18	13.5	0.72	0.29	0.9
0.22	18	13.5	0.79	0.15	0.5
0.22	18	13.5	0.79	0.15	0.7
0.22	18	13.5	0.79	0.15	0.9
0.22	18	13.5	0.79	0.22	0.5
0.22	18	13.5	0.79	0.22	0.7
0.22	18	13.5	0.79	0.22	0.9
0.22	18	13.5	0.79	0.29	0.5
0.22	18	13.5	0.79	0.29	0.7
0.22	18	13.5	0.79	0.29	0.9
0.22	18	14	0.65	0.15	0.5
0.22	18	14	0.65	0.15	0.7
0.22	18	14	0.65	0.15	0.9
0.22	18	14	0.65	0.22	0.5
0.22	18	14	0.65	0.22	0.7
0.22	18	14	0.65	0.22	0.9
0.22	18	14	0.65	0.29	0.5
0.22	18	14	0.65	0.29	0.7
0.22	18	14	0.65	0.29	0.9
0.22	18	14	0.72	0.15	0.5
0.22	18	14	0.72	0.15	0.7
0.22	18	14	0.72	0.15	0.9
0.22	18	14	0.72	0.22	0.5
0.22	18	14	0.72	0.22	0.7
0.22	18	14	0.72	0.22	0.9
0.22	18	14	0.72	0.29	0.5
0.22	18	14	0.72	0.29	0.7
0.22	18	14	0.72	0.29	0.9
0.22	18	14	0.79	0.15	0.5
0.22	18	14	0.79	0.15	0.7
0.22	18	14	0.79	0.15	0.9
0.22	18	14	0.79	0.22	0.5
0.22	18	14	0.79	0.22	0.7
0.22	18	14	0.79	0.22	0.9
0.22	18	14	0.79	0.29	0.5
0.22	18	14	0.79	0.29	0.7
0.22	18	14	0.79	0.29	0.9
0.24	12	13	0.65	0.15	0.5
0.24	12	13	0.65	0.15	0.7
0.24	12	13	0.65	0.15	0.9
0.24	12	13	0.65	0.22	0.5
0.24	12	13	0.65	0.22	0.7
0.24	12	13	0.65	0.22	0.9
0.24	12	13	0.65	0.29	0.5
0.24	12	13	0.65	0.29	0.7
0.24	12	13	0.65	0.29	0.9
0.24	12	13	0.72	0.15	0.5
0.24	12	13	0.72	0.15	0.7
0.24	12	13	0.72	0.15	0.9
0.24	12	13	0.72	0.22	0.5
0.24	12	13	0.72	0.22	0.7
0.24	12	13	0.72	0.22	0.9
0.24	12	13	0.72	0.29	0.5
0.24	12	13	0.72	0.29	0.7
0.24	12	13	0.72	0.29	0.9
0.24	12	13	0.79	0.15	0.5
0.24	12	13	0.79	0.15	0.7
0.24	12	13	0.79	0.15	0.9
0.24	12	13	0.79	0.22	0.5
0.24	12	13	0.79	0.22	0.7
0.24	12	13	0.79	0.22	0.9
0.24	12	13	0.79	0.29	0.5
0.24	12	13	0.79	0.29	0.7
0.24	12	13	0.79	0.29	0.9
0.24	12	13.5	0.65	0.15	0.5
0.24	12	13.5	0.65	0.15	0.7
0.24	12	13.5	0.65	0.15	0.9
0.24	12	13.5	0.65	0.22	0.5
0.24	12	13.5	0.65	0.22	0.7
0.24	12	13.5	0.65	0.22	0.9
0.24	12	13.5	0.65	0.29	0.5
0.24	12	13.5	0.65	0.29	0.7
0.24	12	13.5	0.65	0.29	0.9
0.24	12	13.5	0.72	0.15	0.5
0.24	12	13.5	0.72	0.15	0.7
0.24	12	13.5	0.72	0.15	0.9
0.24	12	13.5	0.72	0.22	0.5
0.24	12	13.5	0.72	0.22	0.7
0.24	12	13.5	0.72	0.22	0.9
0.24	12	13.5	0.72	0.29	0.5
0.24	12	13.5	0.72	0.29	0.7
0.24	12	13.5	0.72	0.29	0.9
0.24	12	13.5	0.79	0.15	0.5
0.24	12	13.5	0.79	0.15	0.7
0.24	12	13.5	0.79	0.15	0.9
0.24	12	13.5	0.79	0.22	0.5
0.24	12	13.5	0.79	0.22	0.7
0.24	12	13.5	0.79	0.22	0.9
0.24	12	13.5	0.79	0.29	0.5
0.24	12	13.5	0.79	0.29	0.7
0.24	12	13.5	0.79	0.29	0.9
0.24	12	14	0.65	0.15	0.5
0.24	12	14	0.65	0.15	0.7
0.24	12	14	0.65	0.15	0.9
0.24	12	14	0.65	0.22	0.5
0.24	12	14	0.65	0.22	0.7
0.24	12	14	0.65	0.22	0.9
0.24	12	14	0.65	0.29	0.5
0.24	12	14	0.65	0.29	0.7
0.24	12	14	0.65	0.29	0.9
0.24	12	14	0.72	0.15	0.5
0.24	12	14	0.72	0.15	0.7
0.24	12	14	0.72	0.15	0.9
0.24	12	14	0.72	0.22	0.5
0.24	12	14	0.72	0.22	0.7
0.24	12	14	0.72	0.22	0.9
0.24	12	14	0.72	0.29	0.5
0.24	12	14	0.72	0.29	0.7
0.24	12	14	0.72	0.29	0.9
0.24	12	14	0.79	0.15	0.5
0.24	12	14	0.79	0.15	0.7
0.24	12	14	0.79	0.15	0.9
0.24	12	14	0.79	0.22	0.5
0.24	12	14	0.79	0.22	0.7
0.24	12	14	0.79	0.22	0.9
0.24	12	14	0.79	0.29	0.5
0.24	12	14	0.79	0.29	0.7
0.24	12	14	0.79	0.29	0.9
0.24	15	13	0.65	0.15	0.5
0.24	15	13	0.65	0.15	0.7
0.24	15	13	0.65	0.15	0.9
0.24	15	13	0.65	0.22	0.5
0.24	15	13	0.65	0.22	0.7
0.24	15	13	0.65	0.22	0.9
0.24	15	13	0.65	0.29	0.5
0.24	15	13	0.65	0.29	0.7
0.24	15	13	0.65	0.29	0.9
0.24	15	13	0.72	0.15	0.5
0.24	15	13	0.72	0.15	0.7
0.24	15	13	0.72	0.15	0.9
0.24	15	13	0.72	0.22	0.5
0.24	15	13	0.72	0.22	0.7
0.24	15	13	0.72	0.22	0.9
0.24	15	13	0.72	0.29	0.5
0.24	15	13	0.72	0.29	0.7
0.24	15	13	0.72	0.29	0.9
0.24	15	13	0.79	0.15	0.5
0.24	15	13	0.79	0.15	0.7
0.24	15	13	0.79	0.15	0.9
0.24	15	13	0.79	0.22	0.5
0.24	15	13	0.79	0.22	0.7
0.24	15	13	0.79	0.22	0.9
0.24	15	13	0.79	0.29	0.5
0.24	15	13	0.79	0.29	0.7
0.24	15	13	0.79	0.29	0.9
0.24	15	13.5	0.65	0.15	0.5
0.24	15	13.5	0.65	0.15	0.7
0.24	15	13.5	0.65	0.15	0.9
0.24	15	13.5	0.65	0.22	0.5
0.24	15	13.5	0.65	0.22	0.7
0.24	15	13.5	0.65	0.22	0.9
0.24	15	13.5	0.65	0.29	0.5
0.24	15	13.5	0.65	0.29	0.7
0.24	15	13.5	0.65	0.29	0.9
0.24	15	13.5	0.72	0.15	0.5
0.24	15	13.5	0.72	0.15	0.7
0.24	15	13.5	0.72	0.15	0.9
0.24	15	13.5	0.72	0.22	0.5
0.24	15	13.5	0.72	0.22	0.7
0.24	15	13.5	0.72	0.22	0.9
0.24	15	13.5	0.72	0.29	0.5
0.24	15	13.5	0.72	0.29	0.7
0.24	15	13.5	0.72	0.29	0.9
0.24	15	13.5	0.79	0.15	0.5
0.24	15	13.5	0.79	0.15	0.7
0.24	15	13.5	0.79	0.15	0.9
0.24	15	13.5	0.79	0.22	0.5
0.24	15	13.5	0.79	0.22	0.7
0.24	15	13.5	0.79	0.22	0.9
0.24	15	13.5	0.79	0.29	0.5
0.24	15	13.5	0.79	0.29	0.7
0.24	15	13.5	0.79	0.29	0.9
0.24	15	14	0.65	0.15	0.5
0.24	15	14	0.65	0.15	0.7
0.24	15	14	0.65	0.15	0.9
0.24	15	14	0.65	0.22	0.5
0.24	15	14	0.65	0.22	0.7
0.24	15	14	0.65	0.22	0.9
0.24	15	14	0.65	0.29	0.5
0.24	15	14	0.65	0.29	0.7
0.24	15	14	0.65	0.29	0.9
0.24	15	14	0.72	0.15	0.5
0.24	15	14	0.72	0.15	0.7
0.24	15	14	0.72	0.15	0.9
0.24	15	14	0.72	0.22	0.5
0.24	15	14	0.72	0.22	0.7
0.24	15	14	0.72	0.22	0.9
0.24	15	14	0.72	0.29	0.5
0.24	15	14	0.72	0.29	0.7
0.24	15	14	0.72	0.29	0.9
0.24	15	14	0.79	0.15	0.5
0.24	15	14	0.79	0.15	0.7
0.24	15	14	0.79	0.15	0.9
0.24	15	14	0.79	0.22	0.5
0.24	15	14	0.79	0.22	0.7
0.24	15	14	0.79	0.22	0.9
0.24	15	14	0.79	0.29	0.5
0.24	15	14	0.79	0.29	0.7
0.24	15	14	0.79	0.29	0.9
0.24	18	13	0.65	0.15	0.5
0.24	18	13	0.65	0.15	0.7
0.24	18	13	0.65	0.15	0.9
0.24	18	13	0.65	0.22	0.5
0.24	18	13	0.65	0.22	0.7
0.24	18	13	0.65	0.22	0.9
0.24	18	13	0.65	0.29	0.5
0.24	18	13	0.65	0.29	0.7
0.24	18	13	0.65	0.29	0.9
0.24	18	13	0.72	0.15	0.5
0.24	18	13	0.72	0.15	0.7
0.24	18	13	0.72	0.15	0.9
0.24	18	13	0.72	0.22	0.5
0.24	18	13	0.72	0.22	0.7
0.24	18	13	0.72	0.22	0.9
0.24	18	13	0.72	0.29	0.5
0.24	18	13	0.72	0.29	0.7
0.24	18	13	0.72	0.29	0.9
0.24	18	13	0.79	0.15	0.5
0.24	18	13	0.79	0.15	0.7
0.24	18	13	0.79	0.15	0.9
0.24	18	13	0.79	0.22	0.5
0.24	18	13	0.79	0.22	0.7
0.24	18	13	0.79	0.22	0.9
0.24	18	13	0.79	0.29	0.5
0.24	18	13	0.79	0.29	0.7
0.24	18	13	0.79	0.29	0.9
0.24	18	13.5	0.65	0.15	0.5
0.24	18	13.5	0.65	0.15	0.7
0.24	18	13.5	0.65	0.15	0.9
